,code_number,rms,percent of rms
0,085310,135.03485586816325,8.532964072346202
0,017370,362.6468108989274,5.333212767567562
0,049800,540.0464513077278,7.448460426999605
0,074610,1661.1711847798167,20.661245377407386
0,120030,5622.436834730918,6.8234361745192516
0,009310,103.95450202705054,5.123131743265473
0,012600,317.5291040319561,9.440425661640107
0,010820,350.8548314390048,10.137471199652309
0,025890,129.44190941852744,5.48654169094964
0,017960,302.68632345052407,4.393177422578005
0,042700,676.255843971876,7.9300783010655245
0,011700,165.92815445219227,5.768262012157991
0,018880,448.8616381857021,3.9550660807528377
0,017800,7597.997179284585,9.801318950627708
0,010660,275.0050205191645,11.520413595329448
0,000850,1487.546963073143,3.0454683764015207
0,068790,384.1467118925255,5.444142283892445
0,078150,260.44940559525173,7.211867582951085
0,048770,381.7610184803367,6.95479098294724
0,098460,3155.2916540538745,3.8330280983541973
0,051490,263.18701896329435,5.551148835144495
0,089140,1129.8991520507818,7.825089896857445
0,126870,485.6109646513554,8.489073665320362
0,008830,139.87694857449995,4.970782919822896
0,088130,546.9683960717657,4.278240686309323
0,104460,237.56206356948533,4.11333202919533
0,109740,875.3076842271403,8.867291677768451
0,090710,188.65284319402292,11.243196076514502
0,196490,330.65807439718606,10.907545659983874
0,101000,399.71575373433774,11.103914853984245
0,079810,315.56433801478687,6.889804437847453
0,105740,698.7882217633943,8.96161719064029
0,090360,2154.7989274253514,9.592843071505461
0,141070,116.9829018814577,7.69309755027442
0,049950,6588.494473000092,9.639931972159577
0,083650,467.1420300170327,11.273784165587239
0,086670,617.4060915743923,8.381210278562271
0,100660,856.6614790563752,17.154931037604037
0,019770,340.9898974849014,8.653560772598528
0,084180,537.1888627952424,10.815017489966486
0,099440,121.93337495366931,3.495783977756991
0,013810,472.7335151283344,10.953816860992905
0,136510,570.8954005112755,5.693243142887846
0,083930,425.4946057930532,6.258128550198013
0,050860,325.253330844371,8.899225827576936
0,019990,1000.9958961545301,19.083472132126158
0,041440,641.1413352168144,7.694585314838978
0,103230,868.9939353158386,13.529052113489287
0,056190,2250.2188628555004,5.790704863122128
0,080000,174.88366030893468,4.911161982273534
0,160600,420.6264211947658,12.471890126727342
0,007820,1055.3884450422192,8.34566846070312
0,043340,101.31685349724908,8.036663353631946
0,044780,79.44977362345014,4.618530933348595
0,071670,641.0688190341532,6.915144179466286
0,217820,558.328855355507,7.964965604797164
0,036560,182.7194154346302,2.1188920676671907
0,101170,368.47963599675643,8.035017286797046
0,076080,141.20419184540856,5.110819466468835
0,036090,90.89062937378364,7.187653617879226
0,018000,184.47186578558237,8.461439527269567
0,195990,147.2030923614785,11.562325414125137
0,056080,325.05516617873826,7.992676525970493
0,095190,512.2669602258818,11.02420857669788
0,058530,160.96283980736004,11.18239880673304
0,079950,180.50120342284936,4.549322419896076
0,158310,636.9048458888731,12.461909008160806
0,068330,147.61300935542553,6.655849383135746
0,079370,995.7742593426921,6.589076984897879
0,054950,2558.171181948906,5.931474426672577
0,126880,503.9442680047723,10.866674743442823
0,082270,2108.7562437092292,14.45476191738059
0,044060,1083.4676418518325,18.08123953613671
0,036890,508.87415054926134,5.6802997127346755
0,073010,610.5887465184635,7.314211131446299
0,080530,269.56356408367355,8.709704325012924
0,065130,694.76158644236,8.942219446969137
0,108230,1195.133050622309,6.175315654733928
0,033540,202.20713691661587,3.860082206455119
0,054300,119.71488439410756,11.50469940612928
0,137400,559.81903656127,8.434384742784596
0,101680,270.0904028967494,7.049092343449454
0,053590,208.2620050794512,12.756293744443528
0,123840,191.67690391087362,10.109038760491943
0,039610,977.2518397207946,13.908940351062224
0,086250,501.5538622263828,15.780269030229707
0,010240,618.3083388889381,12.707552038484776
0,227550,109.98706329358068,2.0381778068911034
0,102960,192.77320891175629,3.583744840278278
0,054050,611.4875857554921,4.232744418373492
0,500013,186.49977765288628,2.5239179259232176
0,137610,92.41061280358518,1.767572784568082
0,138920,193.3369407743714,2.028892260789792
0,500024,248.067799312028,2.1931717524225776
0,500014,342.91332569177104,2.7695507473427314
0,043650,214.7093672878122,4.1052558445392515
0,007390,2980.221970122104,24.430273002876614
0,222040,1334.6989231839761,7.236444525043667
0,003310,204.96778987561981,11.114261854294337
0,088910,198.24635140864953,4.862357466401455
0,005990,699.1040955277881,4.3570774932266865
0,025870,975.3458027009578,14.879510310616647
0,092040,2660.764996679228,9.889039628507021
0,239610,3227.660770842258,7.208391673436893
0,009780,317.5466112609198,5.045334698824063
0,035810,399.24440164783294,6.142821902649455
0,018120,282.46284135479124,0.8962502900299105
0,086060,421.5973082450881,7.890498437426446
0,004650,433.9504518852622,2.8051814176400214
0,025880,296.7355216873812,11.625818672416662
0,027710,65.81448804528891,5.127670233238125
0,005670,240.38067211982155,4.650647728224948
0,023900,1801.942622527781,13.72720063119442
0,136480,183.63707273101497,5.259491128591695
0,222980,745.7713693615702,6.238753338460854
0,005860,143.06123073618846,6.863721002866849
0,002680,147.81990733226718,6.446153883611469
0,189980,892.4434968073458,9.990375252149068
0,227560,237.7530671664875,1.9672555048641713
0,139290,396.74035658227007,2.7296226254007925
0,139260,499.2644574102149,2.396730128374472
0,035760,10228.388662817893,5.002923703866864
0,028150,5445.138635434708,2.83606015386075
0,035900,1361.7055996660158,6.992835056731052
0,122450,238.88328036171308,3.5606420469863878
0,058400,87.31789358256242,8.552845600909349
0,160550,540.891627781885,7.858364061645849
0,046140,415.06717913156325,5.861207569150097
0,048550,170.11170281492429,7.379898564017553
0,040300,72.77459836270155,3.334502150234264
0,036800,1547.1814897115719,6.187424232983065
0,048910,577.5272530386261,6.942710099723348
0,206560,613.4739835525522,7.8122293126370455
0,060300,336.2377880215316,10.771103102010107
0,046390,92.89029259486514,5.917222747892185
0,036630,36.570458006811876,6.220795321893804
0,086980,264.49770909418646,5.817267201893631
0,066790,56.094164429077544,10.077117499597456
0,025980,1889.9187495570877,18.808843379012668
0,041510,2497.6335706384143,6.762620811274757
0,173940,670.6751430554316,8.279046394448686
0,122870,1943.085821548437,6.086447278861292
0,036260,184.23525533560186,8.779932806576838
0,115310,494.53691183145054,1.9856290200543678
0,039290,542.9507408083689,6.431670646625834
0,065530,254.55434473916034,9.92411956577547
0,058420,200.6443318046879,10.046132954737269
0,047820,123.18465994019252,7.73622957662096
0,039420,206.52787628676356,6.641745088466487
0,182360,502.75474204429264,17.636586187836677
0,054780,247.2670317835717,9.307727610122027
0,033830,86.07103065050214,10.042749823253638
0,034230,1193.2662067321146,6.6025478545947855
0,032800,77.419213066667,7.89779486181512
0,068050,248.80221163891125,5.636029439770349
0,039340,178.89571523968434,4.172149180887974
0,063570,568.623924498199,5.8093790333445225
0,025770,614.0534129921689,6.03532003300747
0,052600,168.07254818570607,5.137998002582458
0,204630,293.71459483281313,8.020064549396132
0,098560,167.52453591332204,1.7813780115427853
0,228810,229.20861603701553,3.6534945063697517
0,530008,260.3780581924022,3.0207180841542463
0,520014,309.59237449375064,2.339945524836322
0,005830,2232.671455901954,3.424801981811044
0,082640,257.26333560749623,3.7236031633906737
0,000400,134.79964672523818,4.8835489641335394
