,code_number,rms,percent of rms
0,012320,3511.634393400026,7.295085465103275
0,117580,49.046129330464346,0.8437528153846854
0,015350,488.4357173360077,1.3308875131771327
0,004690,2585.1729615895124,2.5226310113251293
0,017390,1199.037512029545,1.424494978950778
0,015360,711.8518560730213,1.7997570460821295
0,034590,110.40851049653394,0.3690257124033434
0,071320,1309.5213683100292,2.017588986054582
0,036460,1635.6192654975962,3.4139383559643752
0,015760,1066.0345532835845,3.1182558621990335
0,053050,55.45182204164172,3.2767362177736308
0,006360,1935.217877747875,5.393534542999058
0,013580,1313.797601427933,6.291129775393135
0,004200,695.0184758898866,6.382840088241252
0,002990,921.592608712551,8.232883773786648
0,002995,4537.305791729153,15.372973381188668
0,013700,55.2204470658979,4.5856822250399345
0,001260,1948.0279148104783,15.916877357508566
0,000210,3829.9788506292557,4.326070380522445
0,000215,1412.8583954691937,3.998802714619698
0,047040,281.4966135880357,4.926846977654452
0,005960,754.7388001262458,7.475907297471471
0,005965,1594.0600799850897,8.432443215062426
0,028100,1758.569850625107,10.847849940906325
0,011160,147.7907795510234,6.447991307024843
0,002410,235.02726787145969,11.580425554614502
0,001470,218.72359977772527,16.574275176766495
0,001880,1143.7469427895699,6.871042299602498
0,010960,346.3382438434313,7.221864877341526
0,034300,1162.6733090795497,3.781219398641507
0,005450,437.3768410669168,8.020912295555906
0,039570,834.5566449193996,6.6734920251888274
0,023960,167.46457671891432,9.225955409983335
0,013360,193.21779887440204,14.18169162808578
0,002780,138.13401853504266,6.393674089986552
0,002787,1015.2227235013418,9.648734643910537
0,002785,449.0493515197883,10.222590469334014
0,003070,601.4411331437575,5.915830322860724
0,003075,1908.8578575234487,11.925596258557581
0,009410,655.7385046411929,6.09375207596555
0,009415,519.6475693720554,9.05361068539226
0,014790,564.93637588739,12.838905013740384
0,004960,939.2776816832538,5.153304149634363
0,051600,1559.7559427021888,3.888513175434839
0,097230,2033.7318441795762,7.417989254491415
0,000720,3844.1898539616805,7.890105562573025
0,000725,25337.161293333284,20.1157828386799
0,012630,1711.095497805126,7.128218700928064
0,002460,477.7502338691528,3.334269326661422
0,021320,691.1465308989773,8.34829600947256
0,044180,166.75600348836818,20.816595675790733
0,060370,253.30573983676032,6.032913988440055
0,066620,852.181406373708,4.846171632624072
0,036190,902.9208038751019,2.5871605635785806
0,091590,1426.2784709615858,15.32295753373255
0,025950,569.2159833044733,8.209271691053972
0,013120,173.34231694917605,3.808692060837367
0,042940,208.83284061542884,11.213036109873864
0,225530,433.19389909826776,7.405172635290233
0,002290,112.77213788846696,3.466291197902057
0,011370,106.74682241747855,5.194475309177193
0,035890,85.32771981114334,6.729322692569497
0,011560,873.5876732161429,8.229779049236072
0,017000,408.1859508365072,7.549325608941267
0,038870,754.3147418332206,9.383060464666725
0,054940,138.99947334750672,8.685057040214671
0,046940,590.4969219420306,12.689277643402402
0,016250,5542.610844942755,4.799927050340778
0,001840,936.1300503237065,15.069817288564336
0,078940,179.7521847326892,12.871016449831895
0,094820,425.424243895775,7.34807176354138
0,026150,823.863615670737,15.120076105081914
0,139220,115.31439742635689,4.262217001380169
0,117700,116.26406369591697,3.917324943080861
0,530010,219.16629850651245,5.50193185270886
0,550016,362.2829111147132,3.8451435443202495
0,243880,1454.30426350838,5.9257142922483945
0,069730,879.9417171365094,14.794439244608707
0,008260,151.44891121960075,4.890265311230996
0,005490,11766.384725158585,4.100449235332579
0,002710,97.11347371367115,4.2021205216311035
0,010130,14131.273469120137,3.148253982273254
0,002240,938.0942727463179,3.26854647963292
0,014280,289.80733981894934,5.144677419293505
0,014285,1188.7661539060846,14.145536521543239
0,008350,281.5176834032996,14.488102350005928
0,008355,4235.389646529218,22.41985669524354
0,009190,736.3756973395894,12.431133712227433
0,012800,77.38873629973153,6.866791153481058
0,084010,678.1076104769525,7.889697109705253
0,069460,411.4482830856852,13.8815402159672
0,001230,700.3888173476108,7.402714472162837
0,016380,2758.6799500589523,9.129867696365276
0,016385,10404.534409722108,9.054142458468615
0,008970,214.46890351495057,15.149426786351613
0,004890,1924.5060880539463,2.8770314642203387
0,002690,203.51233908048687,5.934604364053859
0,024090,175.74090163233313,1.4292322904060513
0,001080,787.9061948299834,4.249413033918451
0,008420,250.20144744524367,8.006271317781835
0,026940,180.4425087425721,5.6382507085835964
0,006110,261.1562583404607,6.337115644695038
0,021050,157.8240491876447,12.11241067290939
0,001430,967.7712592974568,4.164585937965459
0,003030,3457.6229852320425,5.167061702348674
0,019440,409.4516211436406,2.2740926324358286
0,001770,1111.8167583820425,5.025672506140634
0,001780,218.2032925317733,6.101723273608819
0,000670,30773.409695454742,3.5408097470036863
0,012160,83.3862129647809,6.212180149936097
0,025820,118.9042695458477,5.6540529240517685
0,018470,45.95626697143873,4.066783700350603
0,058430,1172.8553129094248,4.768618143718386
0,103140,1677.045289992956,4.733871990324168
0,099340,34.714556723500124,5.224849495548903
0,099350,201.7735922366059,11.57278674850994
0,071090,3109.92428964996,12.059781103614393
0,000970,797.0545181490996,7.7565512571227
0,104700,283.34863053226013,4.220749082476482
0,007280,324.88508398549897,14.172368199364445
0,002220,131.0850951052564,5.529040693363586
0,004560,635.0506469865571,5.6642638773774046
0,004565,8474.215755489025,15.053463665462106
0,004020,3063.9262371500045,6.048193143566237
0,133820,206.32602021653287,7.403680833676582
0,032560,719.2276800280003,7.583478625955848
0,005010,768.6777840332792,5.57590812834995
0,024940,109.20253182959283,3.9878798141793363
0,089230,120.59411240806143,10.951852764572523
0,024840,225.3795605785209,9.814711333973298
0,039240,77.55814162825328,3.877125829964686
0,026910,289.62007098359146,7.146376093562385
0,060480,431.0253862366539,9.27364060411056
0,053260,181.717714881676,4.691978902727759
0,069140,469.73587427988605,7.785157453092791
0,020400,694.559101342106,7.304404937955203
0,048470,1126.328344553959,15.307394642575625
0,004780,184.0570200360892,3.092262870772569
0,096350,82.37313086587456,15.284521542268953
0,140520,281.47221687580355,7.889187996883507
0,021040,158.77113399756323,13.786091084415597
0,021045,138.37371311611003,8.319122402346393
0,090410,97.32495017546604,6.331602663082153
0,100130,238.46309686688352,5.5446053026117745
0,005160,145.78248489666137,4.242639541848056
0,060380,165.89547797523434,5.008878049578001
0,109860,364.1522490292339,3.669328178001869
0,023790,334.42516634731663,7.6787228990481795
0,033310,200.9657001400567,8.30997361961319
0,006910,312.7664565301596,10.947001698869741
0,008470,178.4714079608774,3.078296833304954
0,100090,413.038758407086,8.10403298481868
0,018310,945.9435463168845,7.336765014632188
0,009620,157.87965663273866,9.786318607311859
0,054540,221.4961890462416,5.425031716054033
0,073640,177.50149535706288,12.733124523613853
0,017480,315.0540513723729,6.71987032288414
0,014620,469.90298832961463,4.333620429536763
0,017510,822.1341197514665,12.849685605715367
0,049830,874.1545122183296,8.211531169755126
0,138070,303.0878497556956,4.227094177249042
0,122800,143.1431548032663,11.003726968903619
0,037760,138.91622907596332,7.098596128671414
0,109610,844.9648288992332,11.67227819038828
0,007530,185.88220996814508,6.894286573315298
0,019210,620.7732420832773,5.297027260036521
0,012620,266.2174530794671,2.720604340685262
0,114190,388.0314366949832,12.55695772824232
0,192390,211.99970989808358,4.4698881156934
0,039020,139.07627949999386,4.384770027651244
0,065620,2989.195479283587,15.36534424055724
0,147830,1049.7272876963034,12.251564721979289
0,023440,215.06248894683728,13.391268339514784
0,038010,202.84597037715346,4.617045202895427
0,024880,254.15915381278023,5.198588909282713
0,054410,370.5045249385742,6.261629035576845
0,101670,142.27900521787598,7.706406586961058
0,009730,171.35174704478143,11.250027251744063
0,900250,105.5431438551317,4.885620125259208
0,023160,624.7652756675207,5.6494235643976705
0,053620,393.7528444814348,3.7584672600767566
0,044490,810.3449447621102,4.986168034305154
0,081150,241.07240606125686,10.1752919842491
0,119500,207.17641382135787,5.494877891127721
0,009520,564.7688935648384,11.97455777527761
0,093380,284.94432796052445,8.064150321558241
0,128660,122.68891526847676,5.530901273685069
0,013030,1307.3367988163354,6.0797477604210695
0,025550,168.08191419415522,5.679439108825097
0,079170,293.00882225948664,4.52611131755313
0,053660,296.8119702334592,7.4869530830274895
0,500022,538.5635523789191,4.58005832519743
0,500006,92.19752140050548,1.018865571769631
0,500008,189.54771977520787,2.053376826416207
0,500016,108.66491699227285,1.0185281431876092
0,500018,273.06714687368714,2.115880886973917
0,139310,106.46228272787623,1.9763761957752832
0,160580,128.53604195725103,1.8969642347386462
0,139240,291.9183133037394,3.29020903900221
0,117680,271.73132364676366,3.1911875915897414
0,144600,69.40793619887226,1.8388936692222455
0,138910,120.41896771420153,2.085781354254137
0,132030,95.89282991864378,0.9937840529790387
0,500017,189.99076989455594,1.956190946942212
0,138930,203.51044533729205,2.3461855846641244
0,139130,257.6951366476933,2.6453584569574624
0,175330,151.06484921760872,2.5514590462621936
0,105560,1315.7130258122438,2.5646437104164974
0,024110,390.1742461051357,2.726837039979753
0,088980,94.09258532874973,0.9881448688152124
0,138040,351.59520884687475,2.595766905121709
0,029780,919.7239929878145,2.4935709087467486
0,055550,1251.8434612458427,2.728367217388069
0,033660,235.74111036183635,2.747307304949957
0,010050,36.43141622138458,5.341411209288356
0,006220,108.77259135587825,1.8342117631130335
0,086790,1401.3587902778827,3.3940243104579384
0,071050,3167.1262688575457,4.605640054917413
0,071055,1553.1895929448392,4.111359437451398
0,123890,185.49584672132477,3.4194453306124526
0,034830,96.30903797843834,3.4273012503994664
0,023460,58.04982345775394,3.9909713652081438
0,225430,542.3039576769594,17.951522142585745
0,252500,398.4676390583725,11.887939051573065
0,019550,105.92240856245566,12.074764620606787
0,219550,183.27277725589585,8.927730891791409
0,227950,116.0629595424681,5.989721247850508
0,242040,159.82674821115367,7.009966097981342
0,019660,235.78806810879126,6.378667878449623
0,027830,243.43858375678536,11.054270003471848
0,217270,986.9986739569526,9.096550083337554
0,232140,438.54006867626134,11.855848688923237
0,215480,166.23592593859206,10.175828806071259
0,226440,161.36635031746644,8.194367485666499
0,021880,34.85738310643071,6.520476964570046
0,239340,625.5058205167693,20.526913819391552
0,225590,73.09193654437475,4.092362176243911
0,203650,449.7663465483028,12.7821558506746
0,226340,336.16897543389007,12.067082641329382
0,021080,315.8349796911945,12.440670763524329
0,198440,288.0474704428432,11.133033515890915
0,215790,498.0186842751445,5.968758370913198
0,218410,2162.885788801035,9.943479318792384
0,225570,1210.1629167703,10.76197629962429
0,220260,542.23377304865,15.113666966400574
0,019590,42.41225684624667,6.112659952283761
0,041190,570.0119585493234,20.389363667101158
0,204620,468.0655355903841,10.721033629715937
0,215090,569.4423958023109,22.483639316571765
0,217600,125.69210422462623,7.212161046348628
0,078020,158.13133701838694,1.7143385470595267
0,208140,223.47951873342495,6.993004632287381
0,019570,118.65528878564616,13.239507615625563
0,250930,180.07309199318635,5.8365854132641815
0,214150,664.3487787356141,9.880980127122415
0,016600,88.13711571068093,10.130877943720911
0,038160,1150.0048823238028,14.134110172067096
0,007330,166.20512723845744,2.1282890394625813
0,230240,1008.5773058812171,7.348541674845728
0,250060,232.47800505108583,8.916350531154107
0,215100,462.4259989928292,12.397366351732485
0,218150,477.5523433214867,13.23475708124925
0,205470,165.75709871889018,8.359383623548466
0,217500,175.46231865020488,7.815760065376557
0,222080,134.82485639220096,5.985202214714456
0,023760,18.749381949638245,2.938114019094666
0,217620,159.03720701016786,6.516623080685437
0,215380,580.2479224178662,9.201014833478936
0,226360,427.1720025423368,14.610489888251635
0,157500,129.34306964174337,3.2195593426487457
0,091220,180.39033577025347,2.259415390219495
0,139270,151.02012855954382,2.0119705154452387
0,102970,222.71943348804632,3.3419790005967265
0,091170,172.7227592660741,2.238945657656728
0,500023,184.53022024023113,2.128205220079711
0,500021,383.9074667349106,5.721952809509456
0,530009,328.4379624326916,3.594544093307123
0,119650,338.7021507658714,6.118313591936793
0,079550,3030.549284165749,6.0661039327787645
0,100840,572.776266602553,3.791570338180819
0,009160,159.9053147137931,4.3489825324823626
0,077970,1067.4285293666912,11.528292373216118
0,071970,19523.100747511264,58.848618527792894
0,012200,167.23767231657695,4.001561691841129
0,012205,1282.5582662097645,19.65555097935271
0,092440,107.46529376530387,2.5316508687342782
0,007460,740.1000193768809,12.521902258872512
0,015590,61.55384630498759,7.814395805591605
0,000490,457.5074798764289,6.5551899106561144
0,006570,134.13523522124976,2.7660723100314346
0,058730,716.6975011340444,9.788483276334953
0,002900,177.0531972429553,11.05650722809955
0,082740,239.29016566807456,6.535994390499418
0,042670,448.04614988970826,5.382819047075555
0,034020,630.5306724356625,4.9964584860393675
0,210540,1394.2293299348312,8.734658736125905
0,004380,1035.0881360573792,6.751398875254745
0,004450,718.0978772467207,1.500945561803026
0,091090,326.60530235534173,9.429537578084203
0,145210,260.8330445826766,9.151935753489408
0,017550,128.56158374241772,7.73591994208359
0,112610,2788.1185307506557,9.426084222262414
