,Unnamed: 0,date,open,high,low,close,trading_volume,trading_value,code
276391,100,2017-05-31,57400,57900,56500,57000,3314659,189595788500,000660
276392,101,2017-06-01,56700,56900,56100,56400,2006611,113246671800,000660
276393,102,2017-06-02,56900,57500,56400,57100,2481215,141284324000,000660
276394,103,2017-06-05,57200,57200,55900,56100,2525078,142111903870,000660
276395,104,2017-06-07,55900,56900,55400,56500,3040030,171074739640,000660
276396,105,2017-06-08,56500,57000,56200,56700,3943311,223290006300,000660
276397,106,2017-06-09,56700,58400,56500,58300,4799560,277059923500,000660
276398,107,2017-06-12,57200,57900,56800,57500,2650404,152098692600,000660
276399,108,2017-06-13,57700,58900,56900,58800,3431811,198717312930,000660
276400,109,2017-06-14,59200,60000,58800,59300,4441904,263819763800,000660
276401,110,2017-06-15,59300,61000,59300,60600,4549233,273602192540,000660
276402,111,2017-06-16,61100,61600,59900,60500,3932203,238638756100,000660
276403,112,2017-06-19,61300,63200,61300,62800,5315543,331926635700,000660
276404,113,2017-06-20,64700,65400,63700,64000,6519471,421413493070,000660
276405,114,2017-06-21,63300,66300,62900,64800,5650669,364462864340,000660
276406,115,2017-06-22,66500,66500,64500,65000,4977159,326647334900,000660
276407,116,2017-06-23,64500,65400,63500,65000,3189590,205414785800,000660
276408,117,2017-06-26,65000,67500,65000,67500,3516630,234090652100,000660
276409,118,2017-06-27,68200,69600,67000,69200,4951341,339377416500,000660
276410,119,2017-06-28,68100,69200,66800,67200,5520578,374804364000,000660
276411,120,2017-06-29,67900,68800,67100,68500,3702501,251084109660,000660
276412,121,2017-06-30,67400,67800,67000,67400,3230282,217339950820,000660
276413,122,2017-07-03,66500,66900,65500,66300,3763473,248130896500,000660
276414,123,2017-07-04,65900,67100,65300,65800,2895782,190871324100,000660
276415,124,2017-07-05,65600,68200,65300,68000,4557456,306513708200,000660
276416,125,2017-07-06,69000,69400,67500,68100,4048922,276423779700,000660
276417,126,2017-07-07,67600,68400,66100,66600,3242213,217837386800,000660
276418,127,2017-07-10,67000,67500,65700,67300,2667048,178451526600,000660
276419,128,2017-07-11,67400,69000,66900,69000,3187332,217623977100,000660
276420,129,2017-07-12,68700,69500,68400,68900,3462150,238603607800,000660
276421,130,2017-07-13,69500,71900,69200,70600,5432312,384125703900,000660
276422,131,2017-07-14,71400,72200,70700,71100,2931832,209076118500,000660
276423,132,2017-07-17,71800,71900,70200,71200,2804598,199067687800,000660
276424,133,2017-07-18,70700,71800,70600,70800,2066194,146851971330,000660
276425,134,2017-07-19,71200,71200,70000,71000,2009799,141783535300,000660
276426,135,2017-07-20,71400,71700,70800,71300,1647153,117296305900,000660
276427,136,2017-07-21,70800,71300,70300,71200,1599111,113487450900,000660
276428,137,2017-07-24,71300,73000,71000,73000,3598173,260435962400,000660
276429,138,2017-07-25,72900,73000,70100,70400,6028435,430840972160,000660
276430,139,2017-07-26,69600,69900,66700,66800,9659618,655041950200,000660
276431,140,2017-07-27,66800,69500,66800,68400,6177375,422605233360,000660
276432,141,2017-07-28,67800,67900,64200,64600,8093780,529573265800,000660
276433,142,2017-07-31,63700,66000,63700,66000,4769724,311774802900,000660
276434,143,2017-08-01,65300,66500,64700,65500,3744523,245936661800,000660
276435,144,2017-08-02,67900,68200,66600,68000,4161592,281334659600,000660
276436,145,2017-08-03,67900,67900,65200,65500,4992104,329494265970,000660
276437,146,2017-08-04,65100,66100,63200,64000,5938549,380105397900,000660
276438,147,2017-08-07,64000,65000,63700,64100,3518575,226134605800,000660
276439,148,2017-08-08,64900,66400,64800,66300,4372768,286946128300,000660
276440,149,2017-08-09,65400,65400,64000,64200,4037319,260752048900,000660
276441,150,2017-08-10,63700,64600,63200,64400,4474120,286019027300,000660
276442,151,2017-08-11,62000,63000,61400,61400,6664578,412801666600,000660
276443,152,2017-08-14,63000,65100,62300,65100,5239246,334543195300,000660
276444,153,2017-08-16,67200,67300,65800,66100,4714899,314032027100,000660
276445,154,2017-08-17,66800,67300,66100,66400,3709768,247917400340,000660
276446,155,2017-08-18,64900,67300,64800,67000,3130891,208105563200,000660
276447,156,2017-08-21,67300,67800,66600,67200,2570150,173291387300,000660
276448,157,2017-08-22,67400,68200,67200,68200,2208365,150015610550,000660
276449,158,2017-08-23,69000,69000,67600,68000,3072911,209524243000,000660
276450,159,2017-08-24,68200,68700,67500,68100,2333347,159209639300,000660
276451,160,2017-08-25,68300,68400,67600,68400,1862764,126982371200,000660
276452,161,2017-08-28,68000,68100,67100,67900,1843458,124791532200,000660
276453,162,2017-08-29,67300,67900,66400,67600,2967906,199360919600,000660
276454,163,2017-08-30,68300,68900,68100,68500,2118742,145004795000,000660
276455,164,2017-08-31,68900,69300,68200,68600,2054717,141200636600,000660
276456,165,2017-09-01,69000,69200,67700,68700,2304425,157969181480,000660
276457,166,2017-09-04,66600,68600,66600,68100,3234465,219539581900,000660
276458,167,2017-09-05,68600,70100,67900,69900,4026248,279156781800,000660
276459,168,2017-09-06,69900,71900,69700,71700,4476200,318561848900,000660
276460,169,2017-09-07,71600,72800,71200,71400,3877849,279598286730,000660
276461,170,2017-09-08,72000,72800,71500,72600,2868673,207650216260,000660
276462,171,2017-09-11,73600,74200,73200,73800,3321612,244932012900,000660
276463,172,2017-09-12,74800,74900,73500,74700,3676865,273386494800,000660
276464,173,2017-09-13,75000,77400,74300,75700,5682708,433948365750,000660
276465,174,2017-09-14,76300,76800,75700,76800,3366621,257471560700,000660
276466,175,2017-09-15,76100,77500,76000,77200,2725277,210049266400,000660
276467,176,2017-09-18,78200,80000,77700,79700,3638325,289008021900,000660
276468,177,2017-09-19,80100,80500,78500,79200,3934389,312426840700,000660
276469,178,2017-09-20,79300,81200,78400,80700,5268665,421787655200,000660
276470,179,2017-09-21,81100,83400,80400,83100,6961713,572134656900,000660
276471,180,2017-09-22,82900,84300,82000,83100,5970218,497295419530,000660
276472,181,2017-09-25,83600,86300,83600,86300,4656285,397045175400,000660
276473,182,2017-09-26,84100,85100,81000,82100,11035272,918111660200,000660
276474,183,2017-09-27,83100,83800,81400,82400,5029200,415283477310,000660
276475,184,2017-09-28,84500,85500,82500,83200,4817018,404304807700,000660
276476,185,2017-09-29,83300,84300,82200,82900,3579139,297279924300,000660
276477,186,2017-10-10,86300,90000,85300,88700,7956055,698272035600,000660
276478,187,2017-10-11,89900,90300,88100,89100,5500820,489731597200,000660
276479,188,2017-10-12,89200,89900,88100,88500,4313702,382904043400,000660
276480,189,2017-10-13,88500,88500,85600,86100,6101810,528412085470,000660
276481,190,2017-10-16,86100,87100,82800,84200,6985619,588710801900,000660
276482,191,2017-10-17,85700,86600,83500,83500,6802500,577271089360,000660
276483,192,2017-10-18,83200,83300,80000,80900,9070685,737738341470,000660
276484,193,2017-10-19,79900,81800,79000,79000,7675978,613846154600,000660
276485,194,2017-10-20,79800,82400,79600,81200,6911051,560456302820,000660
276486,195,2017-10-23,82600,84700,82100,84700,5388391,449716044200,000660
276487,196,2017-10-24,84000,84200,81600,81800,5236092,431212540600,000660
276488,197,2017-10-25,82100,82600,80300,81700,3914170,318921663840,000660
276489,198,2017-10-26,80000,82000,78500,78700,7528077,602307366200,000660
276490,199,2017-10-27,78100,78700,76500,78400,8929263,691691985860,000660
276491,200,2017-10-30,79600,81300,79100,79800,5883529,472310756400,000660
276492,201,2017-10-31,80000,82700,79200,82200,6620890,538901554000,000660
276493,202,2017-11-01,86000,86000,84000,85300,7067296,601022658680,000660
276494,203,2017-11-02,85000,85100,83200,83400,4464960,375220713300,000660
